location,count,link
"the borah peaks (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20borah%20peaks%20(landform)"
"clear creek field (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#clear%20creek%20field%20(landform)"
"carbon county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#carbon%20county%20(county)"
"aransas pass (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#aransas%20pass%20(stream)"
"grays lake (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#grays%20lake%20(lake)"
"persian gulf (region)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#persian%20gulf%20(region)"
"sawtooth mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sawtooth%20mountains%20(landform)"
"lionshead (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lionshead%20(landform)"
"germania creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#germania%20creek%20(stream)"
"burley (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#burley%20(city)"
"west yellowstone (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#west%20yellowstone%20(forest)"
"idaho falls, tdaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#idaho%20falls,%20tdaho"
"dickey peak (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#dickey%20peak%20(landform)"
"pass creek summit (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#pass%20creek%20summit%20(landform)"
"kelly creek watershed (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kelly%20creek%20watershed%20(stream)"
"lower kelly creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lower%20kelly%20creek%20(stream)"
"mount whitney (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mount%20whitney%20(landform)"
"hamer (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hamer%20(city)"
"targhee forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#targhee%20forest%20(forest)"
"soda springs (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#soda%20springs%20(city)"
"salmon river wilderness (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#salmon%20river%20wilderness%20(wilderness)"
"the lemhi county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20lemhi%20county%20(county)"
"brush creek flat (campground)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#brush%20creek%20flat%20(campground)"
"lowman, idaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lowman,%20idaho"
"great burns/cayuse (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#great%20burns/cayuse%20(wilderness)"
"long canyon-selkirk crest (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#long%20canyon-selkirk%20crest%20(landform)"
"kelley brook (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kelley%20brook%20(stream)"
"barns mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#barns%20mountain%20(landform)"
"palisades district (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#palisades%20district%20(landform)"
"hayden lake (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hayden%20lake%20(city)"
"rock creek park (city park)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#rock%20creek%20park%20(city%20park)"
"middleton",1,"https://thecdil.github.io/wilderness-hearings/browse.html#middleton"
"bob marshall wilderness (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#bob%20marshall%20wilderness%20(forest)"
"chamberlin mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#chamberlin%20mountain%20(landform)"
"snow peak (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#snow%20peak%20(wilderness)"
"mountain home",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mountain%20home"
"enaville (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#enaville%20(city)"
"alene national forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#alene%20national%20forest%20(forest)"
"colville (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#colville%20(city)"
"panhandle national forests (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#panhandle%20national%20forests%20(forest)"
"selkirk mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#selkirk%20mountains%20(landform)"
"salmo priest rare ii area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#salmo%20priest%20rare%20ii%20area%20(wilderness)"
"laclede (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#laclede%20(city)"
"idaho selkirk mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#idaho%20selkirk%20mountains%20(landform)"
"northwest (region)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#northwest%20(region)"
"afghanistan (country)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#afghanistan%20(country)"
"nampa",1,"https://thecdil.github.io/wilderness-hearings/browse.html#nampa"
"acadia national park (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#acadia%20national%20park%20(forest)"
"greece (country)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#greece%20(country)"
"africa (continent)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#africa%20(continent)"
"sahara (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sahara%20(landform)"
"the panhandle national forests (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20panhandle%20national%20forests%20(forest)"
"st. joe rivers (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#st.%20joe%20rivers%20(stream)"
"lost creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lost%20creek%20(stream)"
"buck creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#buck%20creek%20(stream)"
"selkirk crest-long canyon (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#selkirk%20crest-long%20canyon%20(landform)"
"mallard lake-larkins peak area (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mallard%20lake-larkins%20peak%20area%20(landform)"
"los angeles county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#los%20angeles%20county%20(county)"
"osburn",1,"https://thecdil.github.io/wilderness-hearings/browse.html#osburn"
"parma",1,"https://thecdil.github.io/wilderness-hearings/browse.html#parma"
"idaho country (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#idaho%20country%20(state)"
"peck",1,"https://thecdil.github.io/wilderness-hearings/browse.html#peck"
"the nex perce national forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20nex%20perce%20national%20forest%20(forest)"
"nez perce forests (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#nez%20perce%20forests%20(forest)"
"mount scotchman (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mount%20scotchman%20(landform)"
"snake river break recreation area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#snake%20river%20break%20recreation%20area%20(wilderness)"
"gospel hump wilderness area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#gospel%20hump%20wilderness%20area%20(wilderness)"
"picabo, idaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#picabo,%20idaho"
"pierce (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#pierce%20(city)"
"nezperce national forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#nezperce%20national%20forest%20(forest)"
"hells canyon national recreation area (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hells%20canyon%20national%20recreation%20area%20(forest)"
"clearwater area (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#clearwater%20area%20(forest)"
"siuslaw national forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#siuslaw%20national%20forest%20(forest)"
"national forests (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#national%20forests%20(forest)"
"pinehurst",1,"https://thecdil.github.io/wilderness-hearings/browse.html#pinehurst"
"palouse unit (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#palouse%20unit%20(landform)"
"clearwater (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#clearwater%20(forest)"
"white sand creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#white%20sand%20creek%20(stream)"
"priest lake, idaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#priest%20lake,%20idaho"
"moose mountain and cayuse (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#moose%20mountain%20and%20cayuse%20(wilderness)"
"sierras (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sierras%20(landform)"
"west meadow creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#west%20meadow%20creek%20(stream)"
"idaho nez perce forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#idaho%20nez%20perce%20forest%20(forest)"
"the saint joe national forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20saint%20joe%20national%20forest%20(forest)"
"spokane",1,"https://thecdil.github.io/wilderness-hearings/browse.html#spokane"
"terreton, idaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#terreton,%20idaho"
"rhett creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#rhett%20creek%20(stream)"
"the cayuse creek drainage (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20cayuse%20creek%20drainage%20(stream)"
"the idaho state (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20idaho%20state%20(state)"
"the bitterroot national forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20bitterroot%20national%20forest%20(forest)"
"snake (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#snake%20(stream)"
"upper columbia river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#upper%20columbia%20river%20(stream)"
"selway, lochsa (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#selway,%20lochsa%20(stream)"
"mainstem (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mainstem%20(stream)"
"columbia basin (region)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#columbia%20basin%20(region)"
"the big burn wilderness area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20big%20burn%20wilderness%20area%20(wilderness)"
"tamarack (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#tamarack%20(city)"
"tetonia",1,"https://thecdil.github.io/wilderness-hearings/browse.html#tetonia"
"twin falls",1,"https://thecdil.github.io/wilderness-hearings/browse.html#twin%20falls"
"elenor creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#elenor%20creek%20(stream)"
"black creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#black%20creek%20(stream)"
"lunde area (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lunde%20area%20(lake)"
"lunde ridge (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lunde%20ridge%20(landform)"
"payette creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#payette%20creek%20(stream)"
"the cayuse-kelly creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20cayuse-kelly%20creek%20(stream)"
